player_id,player
76631,Mark Eaton
76632,Jerry Eaves
202365,Devin Ebanks
76633,Bill Ebben
76634,Al Eberhard
2569,Ndudi Ebi
1630693,Jaime Echenique
204067,Jarell Eddie
76635,Patrick Eddie
76636,Thomas Eddleman
76637,Kent Edelin
1641744,Zach Edey
76638,Keith Edmonson
721,Tyus Edney
1630162,Anthony Edwards
76646,Bill Edwards
898,Blue Edwards
1629035,Carsen Edwards
2451,Corsley Edwards
346,Doug Edwards
76641,Franklin Edwards
229,James Edwards
76643,Jay Edwards
1642399,Jesse Edwards
2823,John Edwards
1642348,Justin Edwards
1630556,Kessler Edwards
236,Kevin Edwards
1630306,Rob Edwards
202197,Shane Edwards
1629053,Vincent Edwards
76647,Johnny Egan
76648,Lonnie Eggleston
76649,Eddie Ehlers
378,Craig Ehlo
76651,Dick Eichhorst
458,Howard Eisley
1918,Obinna Ekezie
2064,Khalid El-Amin
76653,Don Eliason
53,Mario Elie
1629604,CJ Elleby
76655,Ray Ellefson
1627740,Henry Ellenson
201961,Wayne Ellington
76656,Bob Elliott
251,Sean Elliott
76658,Alexander Ellis
76664,Bo Ellis
107,Dale Ellis
1677,Harold Ellis
76661,Joe Ellis
1631165,Keon Ellis
111,LaPhonso Ellis
1034,LeRon Ellis
76663,Leroy Ellis
101145,Monta Ellis
442,Pervis Ellison
600010,Len Elmore
1922,Francisco Elson
76667,Darrell Elston
2408,Melvin Ely
203954,Joel Embiid
76668,Wayne Embry
2765,Andre Emmett
1642400,Tristan Enaruna
76669,Ned Endress
76670,Chris Engler
76671,Wayne Englestad
76672,A.J. English
76673,Alex English
76674,Claude English
76676,Jojo English
203119,Kim English
76675,Scott English
76677,Gene Englund
203898,Tyler Ennis
203516,James Ennis III
76678,Ray Epps
201623,Semih Erden
76679,Bo Erias
76680,Keith Erickson
76681,Julius Erving
1915,Evan Eschmeyer
76682,Jack Eskridge
76683,Vincenzo Esposito
1629234,Drew Eubanks
76687,Bob Evans
967,Brian Evans
76685,Earl Evans
1628980,Jacob Evans
1628393,Jawun Evans
202379,Jeremy Evans
2230,Maurice Evans
76686,Mike Evans
2501,Reggie Evans
201936,Tyreke Evans
1641787,Tosan Evbuomwan
101137,Daniel Ewing
121,Patrick Ewing
201607,Patrick Ewing
203957,Dante Exum
201963,Christian Eyenga
203105,Festus Ezeli
76689,Johnny Ezersky
76690,Joe Fabel
76691,John Fairchild
1629605,Tacko Fall
76692,Phil Farbman
202702,Kenneth Faried
76693,Dick Farley
200770,Jordan Farmar
2824,Desmon Farmer
76695,Jim Farmer
76694,Mike Farmer
1108,Tony Farmer
76696,Bob Faught
203543,Vitor Faverani
202324,Derrick Favors
201174,Nick Fazekas
76697,Dave Fedor
76698,Bob Feerick
76699,Butch Feher
994,Jamie Feick
76701,Ron Feiereisel
76702,George Feigenbaum
76703,Dave Feitl
1627770,Kay Felder
1626245,Cristiano Felicio
203467,Carrick Felix
101230,Noel Felix
76704,Ray Felix
101109,Raymond Felton
76705,Jake Fendley
76706,Bill Fenley
2724,Desmond Ferguson
1628390,Terrance Ferguson
201164,Rudy Fernandez
1628981,Bruno Fernando
76707,Eric Fernsten
76708,Al Ferrari
76709,Rolando Ferreira
273,Duane Ferrell
1627812,Yogi Ferrell
76711,Arnie Ferrin
76712,Bob Ferry
198,Danny Ferry
201178,Kyrylo Fesenko
76713,Kenny Fields
202361,Landry Fields
76714,Ron Filipek
1642271,Kyle Filipowski
76715,Greg Fillmore
76716,Hank Finkel
714,Michael Finley
76717,Danny Finn
1627827,Dorian Finney-Smith
900,Matt Fish
965,Derek Fisher
2809,Gerald Fitch
1630238,Malik Fitts
76720,Bob Fitzgerald
76719,Dick Fitzgerald
2033,Marcus Fizer
1641745,Adam Flagler
76721,Jerry Fleishman
76722,Al Fleming
76723,Ed Fleming
313,Vern Fleming
2784,Luis Flores
76725,Bruce Flowers
76726,Sleepy Floyd
201938,Jonny Flynn
1630201,Malachi Flynn
76727,Mike Flynn
76728,Larry Fogle
76729,Jack Foley
1829,Ike Fontaine
76731,Levi Fontaine
1631323,Simone Fontecchio
202880,Jeff Foote
1627854,Bryn Forbes
201814,Gary Forbes
1630758,Aleem Ford
76732,Alphonso Ford
2228,Alton Ford
76733,Chris Ford
76734,Don Ford
76735,Jake Ford
1630259,Jordan Ford
76736,Phil Ford
101213,Sharrod Ford
726,Sherell Ford
2551,T.J. Ford
76738,Donnie Forman
76739,Bayard Forrest
1630235,Trent Forrest
2218,Joseph Forte
202622,Courtney Fortson
1504,Danny Fortson
76740,Fred Foster
323,Greg Foster
1902,Jeff Foster
76742,Rod Foster
1630701,Michael Foster Jr.
2238,Antonis Fotsis
203095,Evan Fournier
76744,Larry Foust
76745,Jerry Fowler
1762,Tremaine Fowlkes
1628368,De'Aaron Fox
76746,Harold Fox
76747,Jim Fox
296,Rick Fox
200751,Randy Foye
1502,Adonal Foyle
2499,Richie Frahm
1883,Steve Francis
76748,Tellis Frank
76749,Nat Frankel
203479,Jamaal Franklin
1629606,Robert Franks
204025,Tim Frazier
76750,Walt Frazier
76751,Will Frazier
1626187,Michael Frazier II
1628982,Melvin Frazier Jr.
76752,Anthony Frederick
202690,Jimmer Fredette
76753,World Free
202683,Enes Freedom
200777,Joel Freeland
76754,Donnie Freeman
1642402,Enrique Freeman
76755,Gary Freeman
76756,Rod Freeman
1631241,Javon Freeman-Liberty
2782,Matt Freije
76757,Frido Frey
76758,Larry Friend
76759,Pat Frink
76760,Jim Fritsche
101112,Channing Frye
76761,Bernie Fryer
76762,Frank Fucarino
1641788,Alex Fudge
76763,Herm Fuetsch
76764,Joe Fulks
2673,Hiram Fuller
957,Todd Fuller
76765,Tony Fuller
1628365,Markelle Fultz
1444,Lawrence Funderburke
1641847,Andrew Funk
76767,Terry Furlow
1642277,Johnny Furphy
76768,Billy Gabor
1629117,Wenyen Gabriel
2429,Dan Gadzuric
202070,Tony Gaffney
1629655,Daniel Gafford
101184,Deng Gai
76769,Elmer R. Gainer
76770,Corey Gaines
2558,Reece Gaines
202178,Sundiata Gaines
76771,Mike Gale
76772,Chad Gallagher
76773,Harry Gallatin
201568,Danilo Gallinari
1641945,Jaylin Galloway
204038,Langston Galloway
76774,Dave Gambee
333,Kevin Gamble
76776,Bob Gantt
200816,Jorge Garbajosa
2092,Ruben Garces
2682,Alex Garcia
101128,Francisco Garcia
76778,Earl Gardner
201242,Thomas Gardner
76779,Vern Gardner
76780,Jack Garfinkel
1627868,Patricio Garino
1629636,Darius Garland
76781,Gary Garland
76782,Winston Garland
76783,Dick Garmaker
1612,Chris Garner
76785,Bill Garnett
708,Kevin Garnett
1831,Marlon Garnett
1628656,Billy Garrett
76786,Calvin Garrett
1051,Dean Garrett
203197,Diante Garrett
76788,Eldo Garrett
1630585,Marcus Garrett
76789,Rowland Garrett
76790,Tom Garrick
76791,John Garris
1619,Kiwane Garris
1727,Pat Garrity
1630586,Usman Garuba
76793,Jim Garvin
1630568,Luka Garza
201188,Marc Gasol
2200,Pau Gasol
76794,Frank Gates
1629232,Kaiser Gates
423,Chris Gatling
930,Kenny Gattison
200752,Rudy Gay
76797,Ed Gayda
1845,Andrew Gaze
1627771,Michael Gbinije
1002,Reggie Geary
202087,Alonzo Gee
761,Matt Geiger
101153,Mickael Gelabale
1904,Devean George
76800,Jack George
1641718,Keyonte George
1642273,Kyshawn George
202331,Paul George
76801,Tate George
1627875,Marcus Georges-Hunt
76802,Gus Gerard
76803,Derrick Gervin
76804,George Gervin
76805,Gorham Getchell
76806,John Gianelli
76807,Dick Gibbs
200789,Daniel Gibson
76808,Dee Gibson
1626780,Jonathan Gibson
76809,Mel Gibson
76810,Mike Gibson
201959,Taj Gibson
76811,Ward Gibson
201592,J.R. Giddens
1630581,Josh Giddey
201821,Trey Gilder
1628385,Harry Giles III
1628983,Shai Gilgeous-Alexander
1630264,Anthony Gill
2109,Eddie Gill
383,Kendall Gill
76812,Ben Gillery
1631221,Collin Gillespie
1630273,Freddie Gillespie
76813,Gene Gillette
288,Armen Gilliam
76815,Herm Gilliam
600014,Artis Gilmore
76817,Walt Gilmore
76818,Chuck Gilmur
1631367,Jacob Gilyard
1938,Manu Ginobili
1921,Gordan Giricek
76819,Jack Givens
202148,Mickell Gladness
76820,George Glamack
76821,Gerald Glass
76822,Mike Glenn
76823,Norman Glick
76824,Georgi Glouchkov
76825,Clarence Glover
1901,Dion Glover
2601,Andreas Glyniadakis
76826,Mike Gminski
203497,Rudy Gobert
76827,Dan Godfread
76828,Tom Gola
76829,Ben Goldfaden
924,Anthony Goldwire
101155,Ryan Gomes
76830,Glen Gondrezick
76831,Grant Gondrezick
2400,Drew Gooden
76832,Gail Goodrich
1864,Steve Goodrich
203462,Archie Goodwin
1629164,Brandon Goodwin
1630692,Jordan Goodwin
76833,Wilfred Goodwin
203932,Aaron Gordon
2732,Ben Gordon
204079,Drew Gordon
201569,Eric Gordon
76834,Lancaster Gordon
76835,Paul Gordon
101162,Marcin Gortat
1641789,Jazian Gortman
76836,Leo Gottlieb
202726,Andrew Goudelock
76837,Bato Govedarica
76838,Joe Graboski
76839,Ricky Grace
1628984,Devonte' Graham
37,Greg Graham
101121,Joey Graham
76843,Mal Graham
76841,Orlando Graham
76842,Paul Graham
101211,Stephen Graham
1626203,Treveon Graham
76844,Jim Grandholm
97,Ronnie Grandison
101122,Danny Granger
76847,Stewart Granger
258,Brian Grant
76850,Bud Grant
202,Gary Grant
285,Greg Grant
265,Harvey Grant
270,Horace Grant
203924,Jerami Grant
1626170,Jerian Grant
76852,Josh Grant
1514,Paul Grant
76853,Travis Grant
1629055,Donte Grantham
76854,Don Grate
76855,Butch Graves
1629755,Hassani Gravett
201189,Aaron Gray
1070,Devin Gray
1516,Ed Gray
1026,Evric Gray
76859,Gary Gray
1627982,Josh Gray
76860,Leonard Gray
1630564,RaiQuan Gray
76861,Stuart Gray
76862,Sylvester Gray
76863,Wyndol Gray
81,Jeff Grayer
76865,Bob Greacen
920,A.C. Green
1631260,AJ Green
201980,Danny Green
101209,Devin Green
203110,Draymond Green
203475,Erick Green
101123,Gerald Green
203210,JaMychal Green
1630224,Jalen Green
1629750,Javonte Green
201145,Jeff Green
76867,Johnny Green
1630182,Josh Green
76868,Ken Green
76869,Kenny Green
600011,Lamar Green
1036,Litterial Green
76872,Luther Green
76873,Mike Green
76874,Rickey Green
76875,Sean Green
76877,Si Green
76876,Sidney Green
76878,Steve Green
201192,Taurean Green
76879,Tommy Green
2584,Willie Green
201590,Donte Greene
101158,Orien Greene
76880,Jerry Greenspan
76881,David Greenwood
76882,Hal Greer
2696,Lynn Greer
76883,Gary Gregor
76884,Claude Gregory
76885,John Greig
76886,Norm Grekin
76887,Kevin Grevey
1631100,AJ Griffin
1559,Adrian Griffin
201933,Blake Griffin
2204,Eddie Griffin
76888,Greg Griffin
76889,Paul Griffin
201981,Taylor Griffin
76890,Darrell Griffith
76891,Chuck Grigsby
1629656,Quentin Grimes
1575,Derek Grimm
76893,George Grimshaw
76894,Dick Groat
76895,Bob Gross
76896,Jerry Grote
76897,Alex Groza
101219,Anthony Grundy
76899,Ernie Grunfeld
76900,Gene Guarilia
76901,Petur Gudmundsson
1629741,Marko Guduric
76902,Richie Guerin
1631338,Mouhamadou Gueye
1631243,Mouhamed Gueye
339,Tom Gugliotta
76903,Andres Guibert
76904,Jay Guidinger
76905,Coulby Gunther
76906,Dave Gunther
76907,Al Guokas
76908,Matt Guokas
76909,Matt Guokas
203268,Jorge Gutierrez
1629657,Kyle Guy
2062,A.J. Guyton
2775,Seung-Jin Ha
1629060,Rui Hachimura
76910,Rudy Hackett
201632,Hamed Haddadi
76911,Scott Haffner
76912,Cliff Hagan
76913,Glenn Hagan
1630204,Ashton Hagans
76914,Bob Hahn
76915,Al Hairston
76916,Happy Hairston
76917,Lindsay Hairston
201612,Malik Hairston
203798,PJ Hairston
2409,Marcus Haislip
76918,Chuck Halbert
76919,Harvey Halbrook
76920,Bruce Hale
917,Jack Haley
1630169,Tyrese Haliburton
76922,Shaler Halimon
1628985,Devon Hall
1629743,Donta Hall
1631160,Jordan Hall
1630221,Josh Hall
200837,Mike Hall
1641790,PJ Hall
1629788,Tyler Hall
76923,Jeff Halliburton
1032,Darvin Ham
984,Steve Hamer
76925,Dale Hamilton
1627772,Daniel Hamilton
76926,Dennis Hamilton
202706,Jordan Hamilton
203120,Justin Hamilton
76927,Ralph Hamilton
1888,Richard Hamilton
76928,Roylee Hamilton
76929,Steve Hamilton
2347,Tang Hamilton
676,Thomas Hamilton
1985,Zendon Hamilton
903,Geert Hammink
67,Tom Hammonds
1627773,AJ Hammons
1630181,R.J. Hampton
241,Darrin Hancock
1052,Ben Handlogten
76935,Cecil Hankins
76936,Phil Hankinson
1628605,Dusty Hannahs
76937,Alex Hannum
76938,Don Hanrahan
76939,Rollen Hans
203162,Ben Hansbrough
201946,Tyler Hansbrough
76942,Bob Hansen
76940,Glenn Hansen
76941,Lars Hansen
2580,Travis Hansen
1682,Reggie Hanson
76944,Bill Hanzlik
202376,Luke Harangody
358,Anfernee Hardaway
896,Tim Hardaway
203501,Tim Hardaway Jr.
201935,James Harden
76945,Reggie Harding
76946,Charlie Hardnett
76947,Alan Hardy
1630702,Jaden Hardy
76948,James Hardy
76949,John Hargis
203090,Maurice Harkless
76950,Jerry Harkness
76951,Skip Harlicka
76952,Jerome Harmon
157,Derek Harper
1629607,Jared Harper
202712,Justin Harper
76954,Mike Harper
166,Ron Harper
1631199,Ron Harper Jr.
1723,Matt Harpring
1626149,Montrezl Harrell
202725,Josh Harrellson
2492,Adam Harrington
1733,Al Harrington
2454,Junior Harrington
970,Othella Harrington
76956,Art Harris
76957,Bernie Harris
76959,Bob Harris
76958,Chris Harris
2734,Devin Harris
203548,Elias Harris
203914,Gary Harris
1630223,Jalen Harris
203925,Joe Harris
1630284,Kevon Harris
446,Lucious Harris
202412,Manny Harris
200839,Mike Harris
76960,Steve Harris
202227,Terrel Harris
202699,Tobias Harris
76961,Tony Harris
1626151,Aaron Harrison
1626150,Andrew Harrison
76962,Bob Harrison
2758,David Harrison
1627885,Shaquille Harrison
2078,Jason Hart
1628404,Josh Hart
1628392,Isaiah Hartenstein
176,Antonio Harvey
2051,Donnell Harvey
202238,Kenny Hasbrouck
321,Scott Haskin
76965,Clem Haskins
2617,Udonis Haslem
2239,Trenton Hassell
76967,Billy Hassett
76966,Joey Hassett
76968,Scott Hastings
2213,Kirk Haston
76969,Vern Hatton
1630573,Sam Hauser
76970,John Havlicek
201150,Spencer Hawes
76971,Steve Hawes
76972,Connie Hawkins
765,Hersey Hawkins
1641722,Jordan Hawkins
1038,Juaquin Hawkins
76974,Marshall Hawkins
1138,Michael Hawkins
76975,Robert Hawkins
76977,Tom Hawkins
76978,Nate Hawthorne
101236,Chuck Hayes
76979,Elvin Hayes
2553,Jarvis Hayes
1629637,Jaxson Hayes
1630165,Killian Hayes
1628502,Nigel Hayes
76980,Steve Hayes
202330,Gordon Hayward
202351,Lazar Hayward
2217,Brendan Haywood
76981,Spencer Haywood
76982,John W. Hazen
76983,Walt Hazzard
101129,Luther Head
1049,Shane Heal
76984,Brian Heaney
76985,Garfield Heard
203687,Reggie Hearn
76986,Herm Hedderick
76987,Alvin Heggs
76988,Tom Heinsohn
76989,Dick Hemric
673,Alan Henderson
1538,Cedric Henderson
76990,Cedric Henderson
76991,Dave Henderson
76993,Gerald Henderson
201945,Gerald Henderson
1764,J.R. Henderson
76992,Jerome Henderson
76994,Kevin Henderson
1630703,Scoot Henderson
76996,Tom Henderson
1641707,Taylor Hendricks
971,Mark Hendrickson
76998,Larry Hennessy
76999,Don Henriksen
1630565,Aaron Henry
77000,Al Henry
77004,Bill Henry
77001,Carl Henry
77002,Conner Henry
1627988,Myke Henry
77003,Skeeter Henry
202333,Xavier Henry
203089,John Henson
1667,Steve Henson
77006,Bill Herman
77007,Clarence Hermsen
1629608,Dewan Hernandez
1627823,Juancho Hernangomez
1626195,Willy Hernangomez
1914,Chris Herren
61,Carl Herrera
200835,Walter Herrmann
1629639,Tyler Herro
77010,Keith Herron
77011,Sidney Hertzberg
1628987,Kevin Hervey
77012,Fred Hetzel
77013,Bill Hewitt
77014,Jack Hewson
77015,Art Heyman
1626209,Mario Hezonja
201579,Roy Hibbert
77016,Matthew Hickey
1628439,Isaiah Hicks
77017,Phil Hicks
201581,JJ Hickson
1627741,Buddy Hield
202809,Cory Higgins
1848,Mike Higgins
77019,Rod Higgins
925,Sean Higgins
77021,Kenny Higgs
77022,Johnny High
1629312,Haywood Highsmith
77023,Wayne Hightower
2403,Nene
77024,Armond Hill
77025,Cleo Hill
77026,Gary Hill
201588,George Hill
255,Grant Hill
201195,Herbert Hill
201941,Jordan Hill
1630792,Malcolm Hill
203524,Solomon Hill
201631,Steven Hill
238,Tyrone Hill
77027,Art Hillhouse
1626199,Darrun Hilliard
77028,Darnell Hillman
77029,Fred Hilton
2550,Kirk Hinrich
1642396,Blake Hinson
77030,Roy Hinson
1630207,Nate Hinton
77031,Mel Hirsch
77032,Lew Hitch
200823,Robert Hite
1629658,Jaylen Hoard
202359,Darington Hobson
1641793,D'Moi Hodge
1106,Donald Hodge
101125,Julius Hodge
77034,Craig Hodges
77035,Adolph Hoefer
77036,Paul Hoffman
77037,Bob Hogsett
77038,Paul Hogue
697,Fred Hoiberg
77039,Doug Holcomb
2450,Randy Holcomb
1628988,Aaron Holiday
201950,Jrue Holiday
203200,Justin Holiday
77040,Brad Holland
77041,Joe Holland
204066,John Holland
77042,Wilbur Holland
1641842,Ronald Holland II
77043,Lionel Hollins
200797,Ryan Hollins
77044,Essie Hollis
1626178,Rondae Hollis-Jefferson
1626158,Richaun Holmes
1641747,DaRon Holmes II
1631096,Chet Holmgren
77045,Jim Holstein
77046,Alvin Holt
77047,Michael Holton
77048,Dick Holub
77049,Joe Holup
77050,Red Holzman
1630258,Caleb Homesley
1532,Jerald Honeycutt
202715,Tyler Honeycutt
1967,Derek Hood
203918,Rodney Hood
1641720,Jalen Hood-Schifino
77051,Tom Hoover
77052,Bob Hopkins
77053,Dave Hoppen
77054,Dennis Hopson
203816,Scotty Hopson
77055,Johnny Horan
77056,Cedrick Hordges
201143,Al Horford
77057,Tito Horford
77058,Ron Horn
204,Jeff Hornacek
202862,Dennis Horner
109,Robert Horry
77060,Ed Horton
1629659,Talen Horton-Tucker
77061,Wilmer Hosket
77062,Bob Houbregs
2067,Eddie House
1627863,Danuel House Jr.
1631216,Caleb Houstan
275,Allan Houston
780,Byron Houston
77064,Tom Hovasse
77065,Brian Howard
2730,Dwight Howard
77066,Greg Howard
1641724,Jett Howard
2572,Josh Howard
436,Juwan Howard
1630210,Markus Howard
77067,Mo Howard
77069,Otis Howard
1128,Stephen Howard
1629739,William Howard
77070,Bailey Howell
77072,Bob Hubbard
77071,Phil Hubbard
1631309,Trevor Hudgins
201991,Lester Hudson
77074,Lou Hudson
1607,Troy Hudson
1626273,Marcelo Huertas
1628989,Kevin Huerter
203962,Josh Huestis
1630643,Jay Huff
1572,Nate Huffman
77076,Alfredrick Hughes
77077,Eddie Hughes
1630190,Elijah Hughes
77078,Kim Hughes
1716,Larry Hughes
1965,Rick Hughes
1630574,Ariel Hukporti
203133,Robbie Hummel
77080,John Hummer
2415,Ryan Humphrey
1629353,Isaac Humphries
77081,Jay Humphries
2743,Kris Humphries
77082,Rod Hundley
1630624,Feron Hunt
2599,Brandon Hunter
77083,Cedric Hunter
201805,Chris Hunter
1629631,De'Andre Hunter
77084,Les Hunter
283,Lindsey Hunter
201629,Othello Hunter
1626154,RJ Hunter
2212,Steven Hunter
1626205,Vincent Hunter
310,Bobby Hurley
77086,Roy Hurley
1630562,Matt Hurt
77087,Geoff Huston
77088,Paul Huston
77089,Mel Hutchins
1628990,Chandler Hutchison
77090,Joe Hutton
77091,Greg Hyder
1630538,Bones Hyland
77092,Marc Iavaroni
201586,Serge Ibaka
1642345,Oso Ighodaro
2738,Andre Iguodala
980,Zydrunas Ilgauskas
101148,Mile Ilic
101141,Ersan Ilyasova
77093,Darrall Imhoff
77094,Tom Ingelsby
204060,Joe Ingles
203996,Damien Inglis
201281,Andre Ingram
1627742,Brandon Ingram
1631127,Harrison Ingram
77095,Joel Ingram
77096,Byron Irvin
202681,Kyrie Irving
1628371,Jonathan Isaac
77097,Dan Issel
77098,Mike Iuzzolino
947,Allen Iverson
1631093,Jaden Ivey
2767,Royal Ivey
1628411,Wes Iwundu
101127,Jarrett Jack
1628935,Aaron Jackson
77099,Al Jackson
1517,Bobby Jackson
202132,Cedric Jackson
201616,Darnell Jackson
1627743,Demetrius Jackson
1628402,Frank Jackson
77101,Greg Jackson
1630543,Isaiah Jackson
1114,Jaren Jackson
1983,Jermaine Jackson
754,Jim Jackson
1628367,Josh Jackson
1628382,Justin Jackson
77103,Lucious Jackson
2739,Luke Jackson
1531,Marc Jackson
349,Mark Jackson
77104,Michael Jackson
77105,Myron Jackson
77106,Phil Jackson
203510,Pierre Jackson
1631245,Quenton Jackson
77107,Ralph Jackson
1872,Randell Jackson
202704,Reggie Jackson
77109,Stanley Jackson
1536,Stephen Jackson
77100,Tony Jackson
77110,Tracy Jackson
77111,Wardell Jackson
1641713,GG Jackson II
1641748,Andre Jackson Jr.
1628991,Jaren Jackson Jr.
1631218,Trayce Jackson-Davis
77112,Winfred Jacobs
2418,Casey Jacobsen
1734,Sam Jacobson
77114,Dave Jamerson
77115,Aaron James
203108,Bernard James
1642355,Bronny James
202345,Damion James
77116,Gene James
1080,Henry James
1744,Jerome James
1629713,Justin James
2544,LeBron James
2229,Mike James
1628455,Mike James
1906,Tim James
1712,Antawn Jamison
1942,Harold Jamison
77120,John Janisch
77122,Howie Janotta
1631170,Jaime Jaquez Jr.
2060,Marko Jaric
77123,Tony Jaros
1630610,DeJon Jarreau
101180,Sarunas Jasikevicius
201605,Nathan Jawai
77125,Buddy Jeannette
77126,Abdul Jeelani
2423,Chris Jefferies
201785,Othyus Jeffers
2744,Al Jefferson
1628518,Amile Jefferson
203928,Cory Jefferson
200971,Dontell Jefferson
2210,Richard Jefferson
1629610,DaQuan Jeffries
2407,Jared Jeffries
1641998,Trey Jemison
202724,Charles Jenkins
1642450,Daniss Jenkins
2798,Horace Jenkins
203098,John Jenkins
201943,Brandon Jennings
24,Keith Jennings
1137,Chris Jent
77129,Les Jepsen
201973,Jonas Jerebko
1629660,Ty Jerome
201998,Curtis Jerrells
203511,Grant Jerrett
200817,Pooh Jeter
1630198,Isaiah Joe
2639,Britton Johnsen
1642358,AJ Johnson
200792,Alexander Johnson
1628993,Alize Johnson
101161,Amir Johnson
77131,Andy Johnson
1533,Anthony Johnson
202356,Armon Johnson
77132,Arnie Johnson
422,Avery Johnson
1629168,BJ Johnson
1627744,Brice Johnson
77130,Buck Johnson
1629661,Cameron Johnson
201291,Carldell Johnson
77133,Charlie Johnson
202419,Chris Johnson
203187,Chris Johnson
77135,Clay Johnson
77136,Clemon Johnson
1626177,Dakari Johnson
683,Darryl Johnson
77138,Dave Johnson
77139,David Johnson
1630525,David Johnson
1746,DeMarco Johnson
77141,Dennis Johnson
2035,DerMarr Johnson
698,Eddie Johnson
77144,Eddie Johnson
77145,Eric Johnson
911,Ervin Johnson
77146,Frank Johnson
77147,George Johnson
77148,George Johnson
77149,George Johnson
77150,Gus Johnson
77151,Harold Johnson
201274,Ivan Johnson
202707,JaJuan Johnson
1630552,Jalen Johnson
201949,James Johnson
2207,Joe Johnson
77152,John Johnson
77153,Kannard Johnson
1629640,Keldon Johnson
2256,Ken Johnson
77154,Ken Johnson
1630553,Keon Johnson
1642352,Keshad Johnson
134,Kevin Johnson
1641749,Keyontae Johnson
913,Larry Johnson
77156,Larry Johnson
77158,Lee Johnson
2669,Linton Johnson
77159,Lynbert Johnson
77142,Magic Johnson
77160,Marques Johnson
77168,Mickey Johnson
77161,Neil Johnson
203910,Nick Johnson
77162,Ollie Johnson
204179,Omari Johnson
203111,Orlando Johnson
77163,Reggie Johnson
77164,Rich Johnson
77165,Ron Johnson
1626169,Stanley Johnson
77166,Steffond Johnson
77134,Steve Johnson
201234,Trey Johnson
204020,Tyler Johnson
77167,Vinnie Johnson
202325,Wesley Johnson
203130,Darius Johnson-Odom
77170,Nate Johnston
77169,Neil Johnston
77171,Jim Johnstone
203999,Nikola Jokic
77172,Howie Jolliff
2264,Alvin Jones
77173,Anthony Jones
77174,Askia Jones
77180,Bill Jones
77193,Bobby Jones
200784,Bobby Jones
77175,Caldwell Jones
1630637,Carlik Jones
279,Charles Jones
77178,Charles Jones
1869,Charles R. Jones
1641732,Colby Jones
2563,Dahntay Jones
1627745,Damian Jones
1800,Damon Jones
203199,DeQuan Jones
1641794,Dillon Jones
202346,Dominique Jones
963,Dontae' Jones
101204,Dwayne Jones
77182,Dwight Jones
77183,Earl Jones
224,Eddie Jones
77184,Edgar Jones
2410,Fred Jones
1630529,Herbert Jones
1642403,Isaac Jones
77185,Jake Jones
1627883,Jalen Jones
2592,James Jones
1629203,Jemerrio Jones
77186,Jimmy Jones
77187,Johnny Jones
1908,Jumaine Jones
77188,K.C. Jones
1630539,Kai Jones
203158,Kevin Jones
77200,Larry Jones
77189,Major Jones
2891,Mark Jones
90000,Mark Jones
1630222,Mason Jones
77195,Nick Jones
77191,Ozell Jones
461,Popeye Jones
77192,Rich Jones
77194,Robin Jones
77196,Sam Jones
2652,Shelton Jones
200780,Solomon Jones
77197,Steve Jones
203093,Terrence Jones
1630200,Tre Jones
1626145,Tyus Jones
77198,Wali Jones
77199,Wallace Jones
77201,Wil Jones
77202,Willie Jones
77203,Willie Jones
203103,Perry Jones III
1627884,Derrick Jones Jr.
1817,Adonis Jordan
201599,DeAndre Jordan
77205,Eddie Jordan
202366,Jerome Jordan
893,Michael Jordan
674,Reggie Jordan
77208,Thomas Jordan
77209,Walter Jordan
77210,Phil Jordon
77211,Johnny Jorgensen
77212,Noble Jorgensen
77213,Roger Jorgensen
202709,Cory Joseph
2123,Garth Joseph
203126,Kris Joseph
77214,Yvon Joseph
1631107,Nikola Jovic
77215,Jeff Judkins
1630548,Johnny Juzang
1629662,Mfiondu Kabengele
77217,Edwin Kachan
77218,George Kaftan
77219,Ed Kalafat
1630686,Georgios Kalaitzakis
2549,Chris Kaman
1626163,Frank Kaminsky
77221,Ralph Kaplowitz
2574,Jason Kapono
77222,Tony Kappen
203508,Sergey Karasev
201207,Coby Karl
77223,George Karl
77225,Ed Kasid
2435,Mario Kasun
77226,Leo Katkaveck
77227,Bob Kauffman
201619,Sasha Kaun
77228,Wilbert Kautz
77229,Clarence Kea
77230,Michael Kearns
77231,Tommy Kearns
228,Adam Keefe
77233,Harold Keeling
1631211,Trevor Keels
77234,Ken Keller
77235,Rich Kelley
77236,Clark Kellogg
77237,Gerard Kelly
203527,Ryan Kelly
77238,Tom Kelly
77239,Greg Kelser
77240,Ben Kelso
431,Shawn Kemp
1118,Tim Kempton
77242,Frank Kendrick
1628379,Luke Kennard
202810,D.J. Kennedy
77243,Eugene Kennedy
77244,Joe Kennedy
77245,William Kennedy
77246,Larry Kenon
77247,Bill Kenville
1801,Jonathan Kerner
77248,Johnny Kerr
70,Steve Kerr
77249,Jack Kerris
760,Jerome Kersey
77251,Alec Kessler
1631117,Walker Kessler
1930,Lari Ketner
1630296,Braxton Key
705,Randolph Keys
2751,Viktor Khryapa
467,Jason Kidd
1629742,Stanton Kidd
77254,Warren Kidd
203077,Michael Kidd-Gilchrist
77255,Irv Kiffin
77256,Jack Kiley
77257,Ernie Killum
77258,Carl Kilpatrick
203930,Sean Kilpatrick
77259,Toby Kimball
77260,Bo Kimble
77261,Stan Kimbrough
77262,Chad Kinch
77263,Albert King
77264,Bernard King
12,Chris King
77266,Dan King
